origin,dest,passengers,fare,season
PSP,RIC,8.4,423,a8ellmktymk
AVL,SNA,8.4,418,llpsigejkji
CMH,SHV,8.4,297,nnljhjankpi
KOA,OKC,8.4,494,segifjnklhs
IAD,OAK,8.4,298,rlklkofdhll
BIL,DTW,8.4,344,wromflbedkl
GRR,ICT,8.4,272,oplrihdhjfo
BWI,EWR,8.4,485,rlkjjg7bsos
COS,PVD,8.4,261,xyAtgga8bee
CLD,DEN,8.4,235,85737653c//
MGM,SEA,8.4,399,poklgifehnt
PPG,SEA,8.4,914,xllgdtgggmh
CHA,ORF,8.4,306,vloohh8cjmo
GSO,PNS,8.4,268,mnoqihalfjp
ECP,PVD,8.4,304,pomljeaeirq
DFW,GCK,8.4,307,mhhmlnfmklj
BLV,MYR,8.4,62,/J00000000X
ASE,LAS,8.4,379,gkjkfnttue6
KTN,PDX,8.4,369,SFmceg9cadi
LIT,SRQ,8.4,310,jjlhknfkpkm
CRP,EWR,8.4,344,kminkuijehh
BOI,SJU,8.4,464,hd7blmvxshj
ALB,GSO,8.4,266,qtntgnbgdfk
GSO,XNA,8.4,296,mpmqjjbhklj
CLE,EUG,8.4,340,spslkk9bfkn
CVG,HHH,8.4,294,zprp966agpB
IAD,IDA,8.4,429,qojffmeggor
ICT,MDW,8.4,208,eilbec88vCK
ORD,SUX,8.4,207,slmmhkcejln
HSV,IND,8.4,302,mommlffiljk
BMI,LAS,8.4,345,8diligcpvkB
RNO,SAV,8.4,373,ohjgllbjnqm
DEN,PIR,8.4,185,Hjimkmffbgk
BUF,HSV,8.4,263,srrmffbfjjn
PSC,TPA,8.4,365,kgigiuililp
MAF,STL,8.4,284,lmqojjdhmhk
DTW,LAL,8.4,72,0000000//Q0
GEG,SGU,8.3,266,hlllpoghohh
FAT,ICT,8.3,295,rmitgnafiio
MSY,RAP,8.3,281,rnjnffgbllt
LBB,VPS,8.3,340,Ovocad7dlfm
BFL,PDX,8.3,263,mmqqkihdeio
BIS,PDX,8.3,317,xtkmihccfin
ICT,RNO,8.3,305,ymlmifddhkr
CHO,STL,8.3,295,mioomkdiglm
FWA,SNA,8.3,366,roklkijkggk
BWI,GNV,8.3,332,poflmjaijno
CRW,MIA,8.3,301,llgmkfhmnll
EVV,LAX,8.3,402,njoieyddmkj
MLI,RSW,8.3,326,cfeghhnvwoj
MSO,PIT,8.3,324,Hqpphh7aegk
CVG,FSD,8.3,282,oomqkgagihq
CNY,DEN,8.3,106,Ediogfmdhok
AVL,OMA,8.3,262,pmpvfdbacow
MSO,OAK,8.3,188,/Gfb8a8979c
DRO,TPA,8.3,329,mlkphngiijl
CLD,SFO,8.3,255,011011009//
LBB,PHL,8.3,366,nlkmmqceikn
LBB,SFO,8.3,347,oojoknbhhkl
MSO,ONT,8.3,268,pqlkinhgjgj
AEX,DFW,8.3,363,jomkijhjjoi
CHS,FSD,8.3,290,tkkonf8empl
DTW,LBB,8.3,347,pmiqnobhhki
FWA,MSY,8.3,285,lgioiggkskm
CMH,GRR,8.3,298,moqolfgkfhj
COU,MCO,8.3,342,caddhikqoyx
ACK,PHL,8.3,326,//j83211114
DAB,SDF,8.3,296,ojjphfejjnq
DEN,MLU,8.3,306,lljifogmljn
MSN,OMA,8.3,300,lnpneijmfmj
AUS,FAY,8.3,306,mjmljkghimo
CLE,TLH,8.3,319,nqhlgkeilpj
DAB,MKE,8.3,315,ojeohgelrln
EUG,TUL,8.3,299,tovhll8chim
GUM,SAN,8.3,1646,qkkgjmhgkmo
AGS,STL,8.3,307,pqllfjdgisi
GEG,SAV,8.3,383,smildi9dfxu
OTZ,WLK,8.3,220,mhllmlhhmil
BHM,GEG,8.3,350,yljlfifgght
GUM,LAX,8.3,1401,qlhfgufhljo
PIT,SBA,8.3,359,pomoinbdjkl
MCO,OAJ,8.3,278,imkjghlkoph
HDN,RDU,8.3,319,97966qDZG96
FAT,PNS,8.3,385,ogggjodfluq
CRP,FLL,8.3,334,lhhplqijjik
DRO,LGA,8.3,382,mrpnfligggl
BLI,DEN,8.2,294,usqmemadiji
ELP,GSO,8.2,337,qjkllohhkih
ELP,VPS,8.2,322,vhjljudaihp
BOI,FAR,8.2,320,wnvmmgdbdhj
MOB,TPA,8.2,362,lhjlfilokln
BHM,EYW,8.2,354,qfmlhmhjiio
AIN,BRW,8.2,234,nnkkhofhkkj
EGE,JAX,8.2,400,db986uyGN8a
JAX,TVC,8.2,303,zxkledchihk
BOS,BTV,8.2,323,smBPcd8bcbg
DTW,ESC,8.2,154,ornqnoeicdg
MAF,RDU,8.2,318,smmmjqegfgj
CLE,GRB,8.2,299,mqtlfdendjq
LIT,TYS,8.2,318,llqqfeeinll
EYW,SAN,8.2,392,kidbkliinur
MSP,SHV,8.2,345,loomlkeehkm
EUG,HOU,8.2,285,Bshfkq7ckmf
BOS,CRW,8.2,314,kttnmgacgkn
IND,MSO,8.2,303,Hrpoeg8bcjm
ECP,SYR,8.2,278,pjhjghahort
BIS,RSW,8.2,347,hb6dhtowque
CHS,PSP,8.2,435,b8eegomrywi
DTW,MAF,8.2,344,uupnjkbcgfi
GEG,RDM,8.2,273,rqqifigiiki
FAT,RNO,8.2,269,nlmniimiiik
SAF,SAT,8.2,315,krklgojjjih
JAC,SMF,8.2,297,vtvgfbeledq
GEG,GSP,8.2,366,soqkkifbhkl
ICT,TYS,8.2,293,okolmhedhkt
GRB,STL,8.2,311,nkmrfcglfoo
MCI,SHV,8.2,287,nlkplkfmifk
HSV,SJU,8.2,421,pcbghsmpnlk
BFL,MAF,8.2,337,molnlnhhfjk
PHL,TRI,8.2,319,mnqmhfddonl
FAT,KOA,8.2,380,qhnhmkhejiq
DFW,OAJ,8.2,323,oojjjrcejhp
BIL,PHL,8.2,366,Bylnfd8abmr
BRD,MSP,8.2,120,vukgfndghhn
DCA,RDM,8.2,393,mrsmhlafkkh
MCI,MOB,8.2,274,vllpkjbgjkf
AGS,PBI,8.2,345,edjkhjjljEk
SAT,TVC,8.2,312,Eomnhgcedfn
IND,ROA,8.2,287,ljrtldakgnl
AKP,FAI,8.2,226,qmhmkkgkkik
DFW,FNT,8.2,275,ulliggilijm
SFO,TRI,8.2,401,kkomjnahkmo
JAC,RIC,8.2,434,uGxd9efhk8h
CRP,JAX,8.2,306,kklklniiiin
FLL,RAP,8.2,336,mkeiknqnhil
CRW,LGA,8.2,289,npssoebdhij
ICT,MKE,8.2,283,qkrskjbgiem
IND,SGF,8.2,312,joprigcogkj
BOS,PIA,8.2,292,osqqhicbgll
FAI,MCI,8.2,398,IDqfcd9deek
FWA,PBI,8.2,321,kigimlfopkk
MEM,PSP,8.2,379,c9dmlkksumm
MHT,OKC,8.2,303,qlttfi7ddlt
ELP,RSW,8.2,349,kgfmjtlkmki
LGA,SUN,8.1,523,jmfa2jwSw69
BZN,FAT,8.1,251,pujhhh9hjls
JFK,PSC,8.1,352,mpinipcbfpo
BOI,BUF,8.1,382,xqsrikabagk
BIS,BOS,8.1,340,uvsseka5eio
FAY,SEA,8.1,368,rsqhihgejkj
HPN,SEA,8.1,359,oomphkdghkm
HYA,LGA,8.1,273,//611000011
ORV,OTZ,8.1,208,jimiohfgoon
BGR,ORF,8.1,261,wywredadcfi
BIS,SLC,8.1,328,rmlkikfelnj
GTF,MCO,8.1,408,nglhhknriki
IRK,ORD,8.1,78,Ajhipshchak
ECP,MAF,8.1,290,Otlgc95adlx
AMA,SMF,8.1,329,onkihniehon
ANC,FCA,8.1,403,Hzlggebdddo
AGS,CMH,8.1,289,pqnlek9gguk
BOS,RKD,8.1,155,zCpigdcehdj
FSD,TUS,8.1,294,gehfhjmqxoh
ECP,LEX,8.1,303,sujrkc8egjq
ANC,ORF,8.1,562,ACoedibcfdr
SAT,SBP,8.1,325,liilkoejimq
ECP,TYS,8.1,320,njnjij9dpos
SBP,TPA,8.1,380,miclkohijpo
CLT,MAF,8.1,362,jgqplkdgikr
BET,PQS,8.1,281,ilpjifjfoln
DEN,GUC,8.1,237,qknkfmkoobf
CHO,IND,8.1,275,lgmqnjdhfsl
BTV,ILM,8.1,266,vognkichhmm
SAV,TYS,8.1,321,jknmhkbgmns
FCA,JAX,8.1,434,Bvzf7fhihai
GEG,IDA,8.1,335,hgklqrijkgk
HOU,ICT,8.1,223,jmmokkfljjj
PWM,TUL,8.1,334,FrBzdb679cm
BDL,SBA,8.1,434,pomskjddhil
DAY,MEM,8.1,298,mllnnkemjjg
CAE,SJU,8.1,389,qcdkgihmppp
KOA,TUS,8.1,454,kjkjejpnqhi
HSV,PVD,8.1,286,mutljmbbhgm
MFE,SJU,8.1,400,tseefngmgjn
EYW,SFO,8.1,429,if9ieqqlmtl
BGR,GSP,8.1,253,wuBqabaadho
BTR,MSY,8.1,784,hfmvmkemknd
EWR,SUN,8.1,549,soma7moBr9a
MDT,SGF,8.0,315,ipomhjihfri
FLL,SHV,8.0,297,mifjonfknlj
FSD,PSP,8.0,330,ab9ilkvzpoe
GRR,HSV,8.0,301,ookpkifdkho
IAD,RIC,8.0,286,jlprimdhjgn
DRO,PHL,8.0,333,uronhjfcfdq
FAR,MSY,8.0,320,mgfnlhkgomq
MSO,TUS,8.0,300,kgdgelnuqmk
DFW,HRO,8.0,127,rkknml9gkko
IND,MAF,8.0,308,Akmnhn9dhil
DAY,RIC,8.0,265,knmnnmbhklj
BOI,SYR,8.0,377,ywoqckacegl
ABI,IAH,8.0,293,cehhdebekHK
ECP,SNA,8.0,407,unghkkhcgqp
CID,CVG,8.0,289,fjpqhggkklp
IND,MOB,8.0,307,mhmtfjdmgln
ROC,SDF,8.0,287,mluqihailil
ALB,BOI,8.0,389,Bsmoemceado
ABQ,COS,8.0,273,mnnidkiknlj
BET,WTL,8.0,203,jfmplhehlks
EGE,RDU,8.0,370,a9b88tILB9a
CMH,GNV,8.0,334,jnmqllalmhh
EUG,LIH,8.0,402,nongggioklk
ATL,MBS,8.0,322,hnntojgjfhj
ABQ,XNA,8.0,286,mhmnkgchomp
BOI,CID,8.0,289,sqnphjbghhm
DCA,EGE,8.0,403,df977oOED88
HLN,LAS,8.0,289,eegjholmnpp
CLT,MRY,8.0,437,pqkmiighgoi
HDN,MSY,8.0,334,c8677vt/l63
DAL,SBA,8.0,279,fjgoloekomk
CID,ORF,8.0,252,rtnknlaceim
ATL,GRK,8.0,344,kjlplmcfjmo
ELP,PBI,8.0,363,kjcfksjnmnj
ATL,BFL,8.0,343,qijnlohlggj
RAP,RSW,8.0,325,mjjidkkqmlm
GEG,SGF,8.0,335,pqsqjiccein
HSV,SYR,8.0,291,okojgkgjrgk
ALB,CAE,8.0,276,mloojhfjhho
ECP,IAD,8.0,365,njhklhckjor
BTV,MSN,8.0,280,rrswgebeghj
CWA,DFW,8.0,341,qloiinikgji
FSD,IAD,8.0,335,ommonlbafls
SDF,STL,8.0,302,jspmggchmkm
DAL,LIH,8.0,414,Bjlgckcinjo
EWR,LBB,8.0,357,mokmjwcihfj
IDA,OAK,8.0,133,//865427585
FAI,SNA,8.0,377,igiflxpsrba
CHA,JFK,8.0,238,jjpqjsljhce
AMA,BOS,8.0,362,rjzugk8ddjk
DSM,PVD,8.0,306,pssqgf8chln
DEN,LCH,8.0,292,nkliioglhmk
ATL,PIA,8.0,257,jlinhmfjlln
AVP,SFO,8.0,395,rlmjmoaigjm
ATW,PIT,8.0,273,lpiDfj9fgjn
SAN,STT,8.0,500,ia6djjlmsxv
OME,SHH,8.0,268,kgmhjjfjslo
MFE,SNA,8.0,331,fbkzemiojmj
DFW,RST,8.0,295,mpikllgkiki
HNL,XNA,8.0,718,thgffodgrgw
CVG,EUG,8.0,330,vpkkkgcbknm
AUS,CRW,8.0,311,nkologbfepp
ABE,SFO,7.9,362,mpjlfqgfijo
MGM,RDU,7.9,305,nkjnmjcjmim
LGB,LIT,7.9,279,ujilgnjgfkl
MTJ,SAN,7.9,246,pgfkcklutdk
JAX,PBI,7.9,369,bcfiklixvnk
MTJ,STL,7.9,261,toskalgmpaf
IAH,VPS,7.9,256,zoijfcgklim
CLE,GPT,7.9,291,wiisiichill
GPT,MCI,7.9,259,pomhijekhpj
BZN,EUG,7.9,221,mIjiijaidjj
MSN,XNA,7.9,323,imEslbdgehk
LAS,OAJ,7.9,356,rjmlijhijin
BZN,SYR,7.9,324,CBvicbdffak
ICT,LGB,7.9,264,llgjisekijn
CID,PSP,7.9,324,aaafmnqwzki
LAX,MLU,7.9,332,nijqkmefkml
CLT,RDM,7.9,382,rrlmgk9gjio
CHA,OKC,7.9,312,onmmnlbjgim
LAS,SCE,7.9,427,ikjpiiiikql
ELP,SYR,7.9,365,nqjijodhglp
MLB,PHL,7.9,314,hiljglmmmkm
MLB,PHX,7.9,392,fiikmlnmjll
JAX,MAF,7.9,315,pofmmlddojl
CAE,HNL,7.9,665,ijkhgqjjjpn
CLE,DAB,7.9,303,mmkpdjakknq
BUR,FLL,7.9,339,lldgsskkklc
MYR,TUL,7.9,264,Cuqq8d7aggu
EYW,ILM,7.9,304,cjgehsqslkl
CHO,CHS,7.9,281,nikrledjlmm
ABE,MCI,7.9,324,lkushlcffim
CID,SJC,7.9,335,voonjiedghk
ANC,ELP,7.9,443,urjgilfcjgt
GRR,SDF,7.9,293,kgpthhgigmo
FLL,MLI,7.9,298,dihhnlntteh
FAI,ONT,7.9,358,lhjepyjjnfd
ALB,DAB,7.9,272,kiikihfspkl
GNV,IAH,7.9,358,hghsohgkmmn
PNS,SGF,7.9,278,qrmjgibfmmn
CMH,HRL,7.9,245,iofikmclokp
BZN,LIH,7.9,428,gdggionpAgi
ATW,MSY,7.9,299,lggqhiihnpn
CMH,LIH,7.9,560,mklfjiikrjm
SCE,TPA,7.9,322,mihkhhlqkll
MDT,SJU,7.9,338,hfbeknvqnkj
SGF,TUS,7.9,310,hkiommhknmh
CLL,DFW,7.9,333,ehmunlfkllh
IAD,MFR,7.9,365,yjpkglcbikp
ACK,ORD,7.9,383,//o72210129
DLH,IAH,7.9,388,mlmkjejljll
FAT,MSN,7.9,341,losldjbgfpq
BET,KSM,7.9,300,llGlgfghifi
DEN,MBS,7.8,300,rrmjlicdfjo
CWA,LAS,7.8,360,bdknjkpslog
CRW,SAT,7.8,306,lmlomkekjjk
SAV,SBN,7.8,275,kmmpkihjikj
MSN,SGF,7.8,354,fdlieikoFjh
FSD,PNS,7.8,273,gjkifecsswk
BWI,GRB,7.8,333,quvkin9dail
BOS,IDA,7.8,417,lxtljgdefhm
BUF,PVD,7.8,239,ouupelhcfdi
CLE,SBA,7.8,343,mpnlhledlkl
MEM,STT,7.8,423,vffffggowhp
JAN,SDF,7.8,308,omlnlfakjpl
FAY,LAX,7.8,342,qrljgpegekm
CMH,GRB,7.8,320,nnjvmbfffpl
MSP,SGU,7.8,339,fkjmoegelrs
AMA,STL,7.8,293,nnlnigeenlo
BFL,MCO,7.8,391,nfdjjpskhmi
ATL,RST,7.8,335,ehglilgqimw
AVP,MIA,7.8,308,gifhsllvnid
BOI,RAP,7.8,298,rnplkmbdgjl
BIL,STL,7.8,307,qrqnhgdffkl
ATW,CMH,7.8,295,lnqphecgipn
DAB,SEA,7.8,405,mkpmjmchemr
HOU,ILM,7.8,173,+Gzcac69c9a
GSO,ICT,7.8,284,vjmrmedcgjo
LEX,PNS,7.8,313,nponhecegro
SJC,SRQ,7.8,343,lmioioghjkl
BWI,LGA,7.8,369,rlkqikaeqkk
OMA,STT,7.8,487,e448gmyFvmm
LAS,MLU,7.8,365,pifwfiefmkr
CMH,FAR,7.8,288,rqlpkgfbgiq
JLN,ORD,7.8,180,lpgmolciiol
CLE,PIT,7.8,349,mrmlhgdhjlp
BTR,TYS,7.8,305,kkollngjilg
SHV,SMF,7.8,320,tnnlgjckehp
ANC,PNS,7.8,556,Cnmjcibfgeu
JAN,ONT,7.8,359,qkjojlchhno
LAX,OAJ,7.8,357,tpljhkffjnh
ICT,SRQ,7.8,304,kcgkhpirkir
CRP,PHL,7.8,377,kjnolleeiko
ONT,SYR,7.8,389,qzkignddeio
IDA,SFO,7.8,333,imrljiiihjo
AEX,MCO,7.8,311,fefjhnelsou
GSO,LIT,7.8,282,qnnmigfjenj
CAK,DFW,7.8,332,imihipkplhj
GPT,RIC,7.8,293,qmlkkkfhhml
JAX,LGB,7.7,283,mghglpllioj
GSO,MSN,7.7,286,konpiibhiql
CLT,LGB,7.7,248,qlhnnsffghi
MEM,MFE,7.7,257,injojlghipj
AUS,AVP,7.7,324,qomnkmbfijk
BET,SCM,7.7,395,ripqfhhephk
AVL,BUF,7.7,242,tyxqgfacdfh
MOB,SMF,7.7,327,okmnnmgifhk
BRO,LGA,7.7,311,rmdjihijkon
FSD,HNL,7.7,622,lgbffspykfj
IAD,JAN,7.7,385,oiknijemjmm
LIT,PVD,7.7,329,rqsoih9afmp
CEZ,PHX,7.7,153,qoqaoqnieff
DEN,JMS,7.7,173,qglmmpgiefp
MSN,OGG,7.7,612,8eciapEwzfc
GNV,SLC,7.7,427,hjlhilknqij
BIL,RDU,7.7,342,tvomkjbbagr
GJT,PHL,7.7,318,opurif8ddoo
GSP,RDU,7.7,296,nnorifdknhh
BDL,ROA,7.7,305,kjnomicgknn
ABE,AUS,7.7,312,pennlsfhghk
PNS,ROC,7.7,291,qngnghchgro
ELP,LBB,7.7,292,ejlnhikplkl
OKC,SBA,7.7,306,nklrkhefkln
SAN,SCE,7.7,406,mohqklegohi
HHR,MCE,7.7,112,hjefikhktoq
BTV,TYS,7.7,285,opopghbigln
CAE,TUS,7.7,436,jehifkfnpvo
RNO,SGF,7.7,339,xnmjjfgfeko
MDW,PVU,7.7,88,/w00000000W
ILM,PNS,7.7,266,okmlmhchgsk
MBS,MSP,7.7,289,mkmqimfhblp
DAY,GSP,7.7,297,piorjidojjd
COS,MYR,7.7,260,Hqorah7acjq
GRR,SYR,7.7,299,mlqqlleeejn
GRB,PIT,7.7,294,lmnFgdeeemj
CWA,MCO,7.7,334,fhehnklrukf
KTN,SLC,7.7,364,X/w767235cg
BZN,RDM,7.7,231,nomiknghgkm
LFT,RDU,7.7,300,lnjjpmfdkok
MOB,RIC,7.7,291,mofhlmfnmim
EYW,SAT,7.7,321,yohiggldgjp
JAX,RAP,7.7,305,vnulfedeelp
OAJ,PHX,7.7,348,mhilhlnfklo
ANC,BDL,7.7,584,/Nme8b68abj
BET,KKH,7.7,263,liomglegnir
ANC,BUR,7.7,422,Bwoibj9didp
BTV,SDF,7.6,283,wppsgjceick
DEN,MLB,7.6,412,lkjkjlkjnhl
BTV,SRQ,7.6,331,iidlgejopzh
FAR,MKE,7.6,287,jmpmlhbmgnk
BTV,GSO,7.6,265,qqoqmhchhhh
JFK,TLH,7.6,359,lnlmkphiegn
AVL,BZN,7.6,325,rwuhbedojgi
BGR,CHS,7.6,281,wxyofd7cdfm
HHH,PHL,7.6,336,UY8b785cgfn
GJT,MCI,7.6,256,mjonmgaiikq
OKC,ROC,7.6,323,qnlimledght
MFR,RDU,7.6,354,tmojgkccgmr
CID,RNO,7.6,290,sprtbfdbgom
ONT,RAP,7.6,274,Btokefcc9mq
FAR,PIT,7.6,296,wntpkhb9djm
MGW,ORD,7.6,184,rjksojbdllh
AUS,DAB,7.6,324,nhkjklhjhpm
ABQ,BTV,7.6,342,urrvec9efio
RDM,STL,7.6,328,sppqjjgaifj
EYW,PWM,7.6,350,9bchjlrpwtj
ASE,MSY,7.6,445,rogmcphBq95
DAB,SFO,7.6,417,khnmgnhnllg
JAC,RSW,7.6,475,qmeearlspdj
AZO,DFW,7.6,299,ghfmhedppss
ANC,SDF,7.6,530,MIthaa78aem
IAD,MYR,7.6,270,vBonee8bcgv
CAE,RSW,7.6,334,lkhikkinklm
GRB,SNA,7.6,399,psjklikjghh
RIC,TLH,7.6,344,lgjrllekjnj
GNV,PIT,7.6,321,mmjmilhhhkq
PIE,TUL,7.6,64,/w00000000R
GRB,SMF,7.6,333,pomnjnbhgio
HOU,ISP,7.6,274,wplflAb7efn
LAS,RDD,7.6,238,ine8mhhvpno
HPN,MKE,7.6,222,qskohjgdjhl
BDL,SBN,7.6,314,mkmmjkggklm
MSY,MTJ,7.6,274,kdfkbjgPpfe
AUS,MGM,7.6,289,fjkiilgojmt
DEN,DVL,7.6,171,shdknoehlhr
BOS,MLB,7.6,319,frmlmqhiifi
DEN,STS,7.6,289,ddhgec7bfG+
JAN,SAV,7.6,321,ohnpgdepkmm
ISP,MSY,7.6,241,hkipnseeglo
ANC,MEM,7.6,636,NAkidhaabcn
DEN,TEX,7.6,281,ostpfkens4b
CLT,GJT,7.6,319,qinrek9enpk
SRQ,XNA,7.6,326,nokljlejjhm
BIS,MCI,7.6,324,lkqqjlbgepl
BDL,FAT,7.6,373,qsrpcpcccjm
MSP,TRI,7.5,383,osnphm9gdml
MRY,PDX,7.5,250,qnntgfbhcrk
CLE,RAP,7.5,287,Gzxlbb79ccr
GSO,ROC,7.5,234,qrmnkgeegip
ORH,PHL,7.5,175,gnqlooceijn
BOI,FCA,7.5,329,mromifdiill
GTF,IAH,7.5,375,qmjkiicjomk
MIA,PSC,7.5,365,dlegjjnvoog
HPN,SLC,7.5,370,jojochiting
FAR,HNL,7.5,612,hi8efluzxdg
BRO,LAX,7.5,337,njipkihglph
AMA,CLT,7.5,345,kgkokldyeil
PBI,VPS,7.5,296,jljomhejmlm
LNK,PHX,7.5,309,bafgijsuosl
MAF,PHL,7.5,375,ljonolehdis
GRB,MSY,7.5,327,siflknfjjnk
BET,CYF,7.5,279,iilmfihkpmo
AVL,OKC,7.5,293,pkmojjfblok
AVL,ONT,7.5,324,wnnmflcfggn
LEX,SJU,7.5,401,gfdfiiqpmnt
EWR,MLI,7.5,288,mqhnhqbhjkm
MKE,STT,7.5,417,8d65hhoyLqp
BUR,MSN,7.5,367,glhnoohjilk
EAT,PHX,7.5,335,gg0ojlmzsmi
LFT,MIA,7.5,308,mlghjijiinu
MSO,SAT,7.5,330,wojjckdjmjl
AUS,CAK,7.5,299,mjfkhnkikkq
BWI,SBN,7.5,296,lknphkcjjko
MOB,PDX,7.5,363,plimjjgjill
AZO,SEA,7.5,287,tAojdfbdglm
OAK,ORF,7.5,307,rullnscegfc
HNL,MSO,7.5,463,njdcgnjownh
BDL,LGB,7.5,265,rtsklsc8ckg
IAD,SHV,7.5,315,ihmqjkffipo
MCO,RST,7.5,297,fefmhnknunh
BTR,SAV,7.5,308,mtmjgjdgnni
EWR,GPT,7.5,292,nkmmoocglkh
CLE,FAR,7.5,296,qrqpfjcaikn
GTF,PDX,7.5,314,mnjnhlfikkn
MCI,MTJ,7.5,249,rljjcmgsndj
MIA,MTJ,7.5,368,idlaanoBzfe
BTV,MKE,7.5,266,qwqvdfedcen
ECP,XNA,7.5,303,zqpgfb8ejkw
HSV,MKE,7.5,274,qsrpei8heip
BWI,TVC,7.5,304,qzunel9e9ki
GSO,SJC,7.5,353,skjojkdfhmo
ANC,ICT,7.5,450,Lyohfgaabar
DLH,LAX,7.5,345,sotjhicghni
GTF,LAX,7.5,289,ysimjkdcekk
AVP,SEA,7.5,363,wyrfghaeblm
BWI,RIC,7.5,222,gntskk9hlii
SRQ,TUS,7.5,356,fbcglpktvng
LIH,RDU,7.5,591,qkhhfnhijno
HRL,SLC,7.5,237,qhdfirionng
MKE,MSN,7.5,342,tpppqe8deim
EYW,SEA,7.5,465,cedjkpnsksi
PVD,STT,7.4,365,hddkljitjsl
DTW,SBP,7.4,366,lmjmkhchjns
MLB,ORF,7.4,267,mlmmlgljhik
ATW,BWI,7.4,299,nppojqcaekm
ABQ,LEX,7.4,307,ukmqngagchr
ALB,TUL,7.4,335,pmmrllaegkm
BGR,BOS,7.4,374,MEGF442248o
GJT,STL,7.4,285,mjqpjgdejlo
MRY,TPA,7.4,437,nilimjgkjjq
LFT,PHL,7.4,323,lnnnmkgejki
COS,DSM,7.4,247,snokgifghho
BFL,OKC,7.4,315,miisjoihfin
PWM,SNA,7.4,467,zyApadbaedj
BTR,CHS,7.4,337,iiilqngmlng
MOB,STL,7.4,310,sjjnjggiioj
DFW,LAN,7.4,308,onlljifiern
CVG,JAN,7.4,328,mopqfieiijj
GJT,LGA,7.4,380,qkpqegbelpn
DAY,SJU,7.4,364,f99fhozrrgp
BHM,MHT,7.4,310,tohullcfcmh
DTW,IDA,7.4,353,usqkdjfcefr
FSD,SAV,7.4,276,glhlfcgymql
BZN,MDT,7.4,331,pptmajemicq
ABQ,MYR,7.4,306,Bmmohh9aeit
RIC,SHV,7.4,312,oiejlpbhmlq
ATL,MRY,7.4,367,mmhqnpfjjgi
BTR,SMF,7.4,342,krlhjmhilhk
CAE,SNA,7.4,409,mmnjhnmkhhh
AMA,FLL,7.4,346,mgcflxhinkm
AUS,SFB,7.4,59,/r00000000Y
MBS,PHX,7.4,369,niijjlkllmj
ECP,LBB,7.4,311,Uoeecd47ieJ
MTJ,PHL,7.4,331,rtlddihwmbi
MGM,SAN,7.4,354,oghkhofkimq
BHM,FAT,7.4,354,tilllkdcekw
BGR,TYS,7.4,284,vrABac689jp
OMA,TUL,7.4,316,knmmkheoljj
CAE,RIC,7.4,296,mknklhgkjmj
ATW,CVG,7.4,305,msosifbikjh
JAX,MLI,7.4,278,phhohicjmpo
SBP,TUS,7.4,259,knhkjiklhjp
DAB,IAD,7.4,255,ikikjhknimp
GNV,LEX,7.4,382,hginnediqvm
ALB,ECP,7.4,308,kljife7koBn
OMA,SBA,7.4,300,spopjgbehhn
BWI,LFT,7.4,288,nnjrkmcgdnm
SYR,TUL,7.4,299,rmjlomcdjho
CVG,SGF,7.4,298,mnpojkcdjjo
MHT,MKE,7.4,257,pzsvhh8achk
BLI,PHX,7.4,320,ggjkmiknkpl
CAK,MSY,7.4,273,lifnjrgiklm
RDM,SAT,7.4,316,pihnmlghjjm
ISP,LAS,7.4,308,jllpijgejoo
DSM,SYR,7.4,282,trokljegdgm
BTR,FLL,7.4,268,gkhjnmihkoo
EWR,ROA,7.4,299,ihutniaejll
BLI,SNA,7.4,312,rhjjjsgjhil
AVP,RDU,7.4,265,kknllhhfjql
JAX,RST,7.4,339,jdqumhgmijh
BWI,MLB,7.4,329,lnkkhnekmin
BTR,PBI,7.4,296,lgjjgkholqk
CAE,LIT,7.4,300,pihkjggpgsk
SJC,SYR,7.4,427,Bypkdi9defm
BOI,PBI,7.4,420,kfeeltikrhp
CLT,SBP,7.4,383,olnvkjcghjk
IND,SHV,7.4,300,oinohkbjhpl
MHT,OMA,7.4,296,Ftushg868do
CRP,MIA,7.4,348,ljlkioigjko
DSM,MFE,7.4,268,bhglllmwkhm
PSP,XNA,7.4,321,ddelnnkjrol
ICT,MEM,7.4,276,loqmlhbkjkk
DTW,RST,7.3,296,miljfnjoill
RNO,SJU,7.3,417,cjgfknnqqqf
FAR,GEG,7.3,289,svvpgic8ffk
IAD,XNA,7.3,416,ogumigbihlq
RSW,SJU,7.3,347,cdfeflsvlnr
AZO,LAX,7.3,356,tnkhhkdgkmo
ACK,TEB,7.3,825,//od8b0009r
BTR,SDF,7.3,295,mlmomgdilni
LEX,OMA,7.3,306,loophldgenm
BKW,PKB,7.3,27,MseszAu0101
RDU,STX,7.3,317,pibghlklrok
LAX,MBS,7.3,370,pnkqhmfhggn
ILM,OKC,7.3,288,Amjlll9dcmo
BOS,LAN,7.3,237,oosjfjggkjk
LGA,MLB,7.3,257,nonkkfifhjp
BHM,MYR,7.3,283,oloqhgcgmjo
CIU,MSP,7.3,196,rwlpklfdefj
ATW,CHS,7.3,285,mriqhh9jklp
BUF,STT,7.3,407,eb4bdhpJuvj
AVL,BTV,7.3,262,xsqpgeaefgn
ANC,SDP,7.3,701,jlplibjimpm
LIT,MDT,7.3,332,jlkmmlfimnj
MCI,SGU,7.3,287,mmnqjgadmkq
